,,,메인보드 품목,단가,제조사,소켓,세부 칩셋,폼팩터,길이,폭,DDR,메모리 슬롯,램 클럭 지원,SLI,CF,DVI,D-Sub,HDMI 2.0,HDMI,DP,USB C 3.1,USB C 3.0,USB 3.1,USB 3.0,USB 2.0,"SATA
3","SATA
2",M.2,SATAe,U.2,LAN,WiFi,Bluetooth,색상,RGB Sync
553,PGA AM4,,[MSI] B350 토마호크,\111000,MSI,PGA AM4,B350,ATX,30.5,24.3,DDR4,4개,3200MHz,1,2,O,O,,O,,,1,,3,2,4,,1,,,Realtek RTL 8111H,,,검정,O
554,PGA AM4,,[MSI] B350 토마호크 아틱,\130260,MSI,PGA AM4,B350,ATX,30.5,24.3,DDR4,4개,3200MHz,1,2,O,O,,O,,,1,,3,2,4,,1,,,Realtek RTL 8111H,,,흰색,O
555,PGA AM4,,[MSI] B350M PRO-VD PLUS,\78000,MSI,PGA AM4,B350,m-ATX,24.3,24.3,DDR4,2개,3200Mhz,,,O,O,,,,,,,4,2,6,,,,,Realtek RTL8111H,,,브라운,
556,PGA AM4,,[MSI] B350M PRO-VDH,\86000,MSI,PGA AM4,B350,m-ATX,24.4,21,DDR4,4개,3200MHz,1,1,O,O,,O,,,,,4,4,4,,1,,,Realtek RTL 8111H,,,브라운,
557,PGA AM4,,[MSI] B350M 게이밍 프로,\92400,MSI,PGA AM4,B350,m-ATX,24.4,21,DDR4,2개,3200MHz,1,1,O,O,,O,,,,,4,2,4,,1,,,Realtek RTL 8111H,,,검빨,O
558,PGA AM4,,[MSI] B350M 바주카,\100000,MSI,PGA AM4,B350,m-ATX,24.3,24.3,DDR4,4개,3200MHz,1,1,O,O,,O,,,,,4,4,4,,1,,,Realtek RTL 8111H,,,검정,O
559,PGA AM4,,[MSI] B350M 박격포,\91900,MSI,PGA AM4,B350,m-ATX,24.3,24.3,DDR4,4개,3200MHz,1,2,O,,,O,O,,1,,3,2,4,,1,,,Realtek RTL 8111H,,,검정,O
560,PGA AM4,,[MSI] B350M 박격포 아틱,\-,MSI,PGA AM4,B350,m-ATX,24.3,24.3,DDR4,4개,3200MHz,1,2,O,,,O,O,,1,,3,2,4,,1,,,Realtek RTL 8111H,,,흰색,O
561,,, ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
562,,,"-- [젠, 젠+] X370 --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PGA AM4,,[ASRock] FATAL1TY X370 GAMING ITX/ac,\220400,ASRock,PGA AM4,X370,m-ITX,17,17,DDR4,2개,3466MHz,1,1,,,,O,,,1,,3,2,4,,1,,,Intel I211AT,O,,검빨,O
565,PGA AM4,,[ASRock] FATAL1TY X370 GAMING K4,\189000,ASRock,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,2933MHz,2,2,,,,O,,1,,1,6,,6,,2,,,Intel I211AT,,,검빨,O
566,PGA AM4,,[ASRock] FATAL1TY X370 GAMING X,\159800,ASRock,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,3200MHz,2,2,,,,O,,,1,,7,,6,,2,,,Intel I211AT,,,검빨,O
567,PGA AM4,,[ASRock] FATAL1TY X370 PROFESSIONAL GAMING,\384740,ASRock,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,2,2,,,,,,1,,1,6,,10,,2,,,Intel I211AT,,,검빨,O
568,PGA AM4,,[ASRock] X370 Taichi,\248100,ASRock,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,2,2,,,,,,1,,1,6,,10,,2,,,Intel I211AT,,,화이트 기어,O
569,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PGA AM4,,[ASUS] PRIME X370-PRO,\165000,ASUS,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,3200MHz,2,3,,,,O,O,,1,2,5,,8,,1,,,Intel I211AT,,,흰검,O
571,PGA AM4,,[ASUS] ROG CROSSHAIR VI EXTREME,\415830,ASUS,PGA AM4,X370,E-ATX,30.5,26.9,DDR4,4개,4000MHz,2,3,,,,,,1,,1,6,4,8,,2,,,Intel I211AT,,,검정,O
572,PGA AM4,,[ASUS] ROG CROSSHAIR VI HERO,\297300,ASUS,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,2,2,,,,,,1,,1,8,4,8,,1,,,Intel I211AT,,,검정,O
573,PGA AM4,,[ASUS] ROG STRIX X370-F GAMING,\223800,ASUS,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,3200MHz,2,3,,,,O,O,1,,1,6,2,8,,1,,,Intel I211AT,,,검정,O
574,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PGA AM4,,[BIOSTAR] RACING X370 GT5,\130000,BIOSTAR,PGA AM4,X370,ATX,30.5,22.5,DDR4,4개,4000MHz,1,1,O,,,O,,1,,1,4,,6,,1,,,Realtek RTL 8118 AS,,,레이싱,O
576,PGA AM4,,[BIOSTAR] RACING X370 GT7,\198000,BIOSTAR,PGA AM4,X370,ATX,30.5,22.5,DDR4,4개,4000MHz,1,1,O,,O,,O,1,,1,4,,6,,1,,,Realtek RTL 8118 AS,,,레이싱,O
577,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PGA AM4,,[GIGABYTE] GA-AX370-Gaming 3 게이밍에디션,\134000,GIGABYTE,PGA AM4,X370,ATX,30.5,23,DDR4,4개,3200Mhz,,,O,,,O,,,,2,4,1,6,,1,,,Realtek RTL8111H,,,,O
579,PGA AM4,,[GIGABYTE] GA-AX370-GAMING 5 어로스,\244000,GIGABYTE,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,2,2,,,,O,,1,,3,6,,8,,1,2,1,Killer E2500+Intel I211AT,,,흰검,O
580,PGA AM4,,[GIGABYTE] GA-AX370-GAMING K3 게이밍에디션,\153000,GIGABYTE,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,1,2,,,,O,,,,2,6,,8,,1,2,,Killer E2500,,,검정,
581,PGA AM4,,[GIGABYTE] GA-AX370-GAMING K5 어로스,\186400,GIGABYTE,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,2,2,,,,O,,1,,3,6,,8,,1,2,,Intel I211AT,,,검정,O
582,PGA AM4,,[GIGABYTE] GA-AX370-GAMING K7 어로스,\270100,GIGABYTE,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,2,2,,,,O,,1,,3,6,,8,,1,2,1,Killer E2500+Intel I211AT,,,검정,O
583,PGA AM4,,[GIGABYTE] GA-AX370-GAMING 게이밍에디션,\145450,GIGABYTE,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,1,2,,,,O,,,,2,6,,8,,1,,,Realtek RTL 8111 GR,,,검빨,
584,PGA AM4,,[GIGABYTE] GA-AX370M-DS3H 듀러블에디션,\117800,GIGABYTE,PGA AM4,X370,m-ATX,24.4,21.5,DDR4,4개,3200Mhz,,,O,,,O,,,,,4,4,4,,1,,,Realtek RTL8111H,,,,O
585,PGA AM4,,[GIGABYTE] GA-AX370M-Gaming 3 게이밍에디션,\125500,GIGABYTE,PGA AM4,X370,m-ATX,24.4,24.4,DDR4,4개,3200Mhz,,,O,O,,O,,,,2,4,2,6,,1,,,Realtek RTL8111H,,,,
586,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PGA AM4,,[MSI] X370 XPOWER 게이밍 티타늄,\367000,MSI,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,2,3,,,O,,O,1,,1,4,3,6,,2,,,Intel I211AT,,,티타늄,O
588,PGA AM4,,[MSI] X370 게이밍 M7 ACK,\334000,MSI,PGA AM4,X370,ATX,30.4,24.3,DDR4,4개,3200Mhz,2,3,,,,,,1,,1,6,3,6,,2,,,Killer E2500,O,4.1,,O
589,PGA AM4,,[MSI] X370 게이밍 프로 카본,\224900,MSI,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,2,3,O,,,O,,1,,1,4,2,6,,2,,,Intel I211AT,,,검정,O
590,PGA AM4,,[MSI] X370 크레이트 게이밍,\187000,MSI,PGA AM4,X370,ATX,30.5,24.4,DDR4,4개,4000MHz,2,3,O,,,O,,1,,1,4,2,6,,1,,,Realtek RTL 8111H,,,흰검,O
591,PGA AM4,,[MSI] X370 SLI PLUS,\189000,MSI,PGA AM4,X370,ATX,30.4,24.3,DDR4,4개,4000MHz,2,3,O,,,O,,1,,1,4,2,6,,1,,,Realtek RTL 8111H,,,검정,O
592,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,,"-- [젠, 젠+] A320 --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PGA AM4,,[ASRock] A320M,\66500,ASRock,PGA AM4,A320,m-ATX,23.1,20.6,DDR4,2개,3200MHz,1,1,,,,,,,,,4,2,4,,1,,,Realtek RTL 8111 GR,,,검정,
596,PGA AM4,,[ASRock] A320M PRO4,\86400,ASRock,PGA AM4,A320,m-ATX,24.4,24.4,DDR4,4개,3200MHz,1,1,O,O,,O,,,1,,4,2,4,,2,,,Realtek RTL 8111 GR,,,흰검,
597,PGA AM4,,[ASRock] A320M-DGS,\55700,ASRock,PGA AM4,A320,m-ATX,23.1,20.6,DDR4,2개,3200MHz,1,1,O,,,,,,,,4,2,4,,1,,,Realtek RTL 8111 GR,,,검정,
598,PGA AM4,,[ASRock] A320M-HDV,\59500,ASRock,PGA AM4,A320,m-ATX,23.1,20.6,DDR4,2개,3200MHz,1,1,O,O,,O,,,,,4,2,4,,1,,,Realtek RTL 8111 GR,,,검정,
599,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PGA AM4,,[ASUS] EX A320M-GAMING,\98000,ASUS,PGA AM4,A320,m-ATX,24.4,24.4,DDR4,4개,2666Mhz,,,O,,,O,,,,,4,2,4,,1,,,Realtek RTL 8111H,,,,O
601,PGA AM4,,[ASUS] PRIME A320M-E,\122400,ASUS,PGA AM4,A320,m-ATX,22.6,22.1,DDR4,2개,,,,O,O,,O,,,,1,4,,4,,1,,,,,,,
602,PGA AM4,,[ASUS] PRIME A320M-K,\67080,ASUS,PGA AM4,A320,m-ATX,22.6,22.1,DDR4,2개,3200MHz,1,1,,O,,O,,,,,4,2,4,,1,,,Realtek RTL 8111H,,,흰검,
603,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PGA AM4,,[BIOSTAR] A320MH ,\52500,BIOSTAR,PGA AM4,A320,m-ATX,22.6,17.4,DDR4,2개,,,,,O,,O,,,,,2,4,4,,,,,,,,,
605,PGA AM4,,[BIOSTAR] A320MH PRO,\54550,BIOSTAR,PGA AM4,A320,m-ATX,22.6,18.4,DDR4,2개,2667MHz,1,1,O,O,,O,,,,,2,2,4,,,,,Realtek RTL 8111H,,,검정,
606,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PGA AM4,,[GIGABYTE] GA-A320-DS3 듀러블에디션,\72140,GIGABYTE,PGA AM4,A320,ATX,30.5,20.5,DDR4,2개,3200MHz,1,1,O,O,,,,,,1,3,2,4,,,,,Realtek RTL 8111 GR,,,브라운,
608,PGA AM4,,[GIGABYTE] GA-A320M-DS2 듀러블에디션,\82610,GIGABYTE,PGA AM4,A320,m-ATX,22.6,19.5,DDR4,2개,3200MHz,1,1,O,O,,,,,,1,3,2,4,,,,,Realtek RTL 8111 GR,,,브라운,
609,PGA AM4,,[GIGABYTE] GA-A320M-HD2 듀러블에디션,\79000,GIGABYTE,PGA AM4,A320,m-ATX,24.4,20.5,DDR4,2개,3200MHz,1,1,O,O,,O,,,,1,3,2,4,,,,,Realtek RTL 8111 GR,,,브라운,
610,PGA AM4,,[GIGABYTE] GA-A320M-S2H 듀러블에디션,\62500,GIGABYTE,PGA AM4,A320,m-ATX,24.4,19.5,DDR4,2개,,,,O,O,,O,,,,,4,2,4,,1,,,,,,,
611,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PGA AM4,,[MSI] A320M PRO-VD PLUS,\62100,MSI,PGA AM4,A320,M-ATX,24.4,20.6,DDR4,2개,3200MHz,1,1,O,O,,,,,,,4,2,4,,,,,Realtek RTL 8111H,,,브라운,
613,PGA AM4,,[MSI] A320M PRO-VD/S,\53940,MSI,PGA AM4,A320,m-ATX,23.6,18.7,DDR4,2개,2667MHz,1,1,O,,,,,,,,4,2,4,,,,,Realtek RTL 8111H,,,브라운,
614,PGA AM4,,[MSI] A320M-G,\91500,MSI,PGA AM4,A320,m-ATX,24.4,21,DDR4,2개,3200MHz,1,1,O,O,,O,,,,,4,2,4,,1,,,Realtek RTL 8111H,,,브라운,O
615,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,"-- [젠, 젠+] X470 --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PGA AM4,,[ASRock] X470 Taichi,\280800,ASRock,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3466Mhz,4,4,,,,O,,1,,1,6,,8,,2,,,Intel I211-AT,O,O,,O
619,PGA AM4,,[ASRock] FATAL1TY X470 GAMING K4,\225000,ASRock,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3466Mhz,4,4,,,,O,,1,,1,6,,6,,2,,,Intel I211-AT,,,,O
620,PGA AM4,,[ASRock] FATAL1TY X470 GAMING-ITX/ac,\246900,ASRock,PGA AM4,X470,M-ITX,17,17,DDR4,2,,,,,,,O,O,,,2,2,2,4,,1,,,,,,,
621,PGA AM4,,[ASRock] X470 Master SLI ,\202200,ASRock,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,,,,,,,O,,,,2,6,,,,2,,,,,,,
622,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PGA AM4,,[ASUS] PRIME X470-PRO,\203320,ASUS,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3466Mhz,2,1,,,,O,O,,,3,8,4,6,,2,,,Intel I211-AT,,,,O
624,PGA AM4,,[ASUS] ROG CROSSHAIR VII HERO ,\345000,ASUS,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3466Mhz,2,3,,,,,,,,2,8,2,6,,1,,,Intel I211-AT,,,,O
625,PGA AM4,,[ASUS] ROG CROSSHAIR VII HERO (Wi-Fi),\380880,ASUS,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3466Mhz,2,3,,,,,,,,2,8,2,6,,2,,,Intel I211-AT,O,O,,O
626,PGA AM4,,[ASUS] ROG STRIX X470-F GAMING,\264040,ASUS,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3466Mhz,2,3,,,,O,O,,,2,6,,6,,2,,,Intel I211-AT,,,,O
627,PGA AM4,,[ASUS] ROG STRIX X470-I GAMING,\282000,ASUS,PGA AM4,X470,M-ITX,17,17,DDR4,2,3600Mhz,,,,,,O,,,,2,4,,4,,2,,,Intel I211-AT,O,O,,O
628,PGA AM4,,[ASUS] TUF X470-PLUS GAMING,\183900,ASUS,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3200Mhz,,1,O,,,O,,,1,2,1,2,6,,2,,,Realtek RTL8111H,,,,O
629,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PGA AM4,,[GIGABYTE] X470 AORUS Ultra Gaming,\187000,GIGABYTE,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3200Mhz,2,2,,,,O,,1,,1,4,4,6,,2,,,,,,,O
631,PGA AM4,,[GIGABYTE] X470 AORUS Gaming 5 WiFi,\235300,GIGABYTE,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3200Mhz,2,2,,,,O,,1,,1,4,4,6,,2,,,,O,O,,O
632,PGA AM4,,[GIGABYTE] X470 AORUS Gaming 7 WiFi,\312900,GIGABYTE,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3600Mhz,2,2,,,,,,1,,1,6,2,6,,2,,,,O,O,,O
633,PGA AM4,, ,,,PGA AM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PGA AM4,,[MSI] X470 게이밍 플러스,\166900,MSI,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3466Mhz,,3,O,,,O,,,,2,4,2,6,,2,,,Realtek RTL8111H,,,,O
635,PGA AM4,,[MSI] X470 게이밍 프로 카본,\223000,MSI,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3466Mhz,2,3,,,,O,O,1,,1,4,2,8,,2,,,Intel I211-AT,,,,O
636,PGA AM4,,[MSI] X470 게이밍 M7 AC,\304000,MSI,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3600Mhz,2,3,,,,,,1,,1,4,2,6,,2,,,Killer E2500,O,O,,O
637,PGA AM4,,[MSI] X470 게이밍 프로 ,\174000,MSI,PGA AM4,X470,ATX,30.5,24.4,DDR4,4,3466Mhz,,3,O,,,O,,,,2,4,2,6,,2,,,Realtek RTL8111H,,,,O
638,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,0,,== FX 시리즈 ==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,"-- [비쉐라, 잠베지] 970 --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PGA AM3+,,[AsRock] 970 PRO3 R2.0,\80000,AsRock,PGA AM3+,970,m-ATX,24.3,22.8,DDR3,4개,,1,2,,,,,,,,,2,6,6,,,,,,,,,
644,PGA AM3+,,[AsRock] 970A-G /3.1,\120000,AsRock,PGA AM3+,970,ATX,30.5,24.5,DDR3,4개,,1,2,O,O,,O,,,,2,2,6,6,,,,,,,,,
645,PGA AM3+,, ,,,PGA AM3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PGA AM3+,,[ASUS] M5A97 LE R2.0,\88000,ASUS,PGA AM3+,970,ATX,30.3,22.8,DDR3,4개,,1,2,,,,,,,,,2,6,6,,,,,,,,,
647,PGA AM3+,,[ASUS] M5A97 R2.0,\99800,ASUS,PGA AM3+,970,ATX,30.5,22.9,DDR3,4개,,1,2,,,,,,,,,2,6,6,,,,,,,,,
648,PGA AM3+,,[ASUS] M5A97 EVO R2.0,\145000,ASUS,PGA AM3+,970,ATX,30.5,24.4,DDR3,4개,,1,2,,,,,,,,,2,8,6,,,,,,,,,
649,PGA AM3+,, ,,,PGA AM3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PGA AM3+,,[MSI] 970A-G43,\76000,MSI,PGA AM3+,970,ATX,30.5,22.5,DDR3,4개,,1,2,,,,,,,,,2,6,6,,,,,,,,,
651,PGA AM3+,, ,,,PGA AM3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PGA AM3+,,[GIGABYTE] GA-970A DS3P 듀러블에디션,\78900,GIGABYTE,PGA AM3+,970,ATX,30.5,24.4,DDR3,4개,,1,2,,,,,,,,,2,6,6,,,,,,,,,
653,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,,"-- [비쉐라, 잠베지] 990FX --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PGA AM3+,,[ASUS] M5A99FX PRO 2.0,\203000,ASUS,PGA AM3+,990FX,ATX,30.5,24.4,DDR3,4개,,2,2,,,,,,,,,2,8,6,,,,,,,,,
657,PGA AM3+,, ,,,PGA AM3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PGA AM3+,,[GIGABYTE] GA-990FXA-UD3,\204000,GIGABYTE,PGA AM3+,990FX,ATX,30.5,24.4,DDR3,4개,,2,2,,,,,,,,,2,8,6,,,,,,,,,
